Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
KDP,stocks,20240219212928,$31.09,3/27/2024,0.0276616275329688,,2/06/2024,0.86,Beverages (Production/Distribution),,
MDLZ,stocks,20240219212929,$71.61,3/27/2024,0.023739701159055996,,2/02/2024,1.7,Packaged Foods,,
MPWR,stocks,20240219212931,$734.32,3/27/2024,0.005447216472382612,,2/07/2024,4.0,Semiconductors,,
NRC,stocks,20240219212932,$39.38,3/27/2024,0.012188928390045707,,2/13/2024,0.48,Biotechnology: Commercial Physical & Biological Resarch,,
SQFTP,stocks,20240219212934,$16.00,3/27/2024,0.14648125,,12/18/2023,2.34372,Real Estate Investment Trusts,,
WAFDP,stocks,20240219212935,$15.34,3/27/2024,0.07945241199478488,,2/13/2024,1.21875,Major Banks,,
NHC,stocks,20240219212936,$92.34,3/27/2024,0.02555772146415421,,2/09/2024,2.36,Hospital/Nursing Management,,
CTS,stocks,20240219212938,$45.83,3/27/2024,0.003491162993672267,,2/08/2024,0.16,Electrical Products,,
PCG,stocks,20240219212939,$16.53,3/27/2024,0.002419842710223835,,2/14/2024,0.04,Power Generation,,
GTY,stocks,20240219212941,$27.51,3/27/2024,0.06543075245365322,,2/13/2024,1.8,Real Estate Investment Trusts,,
ITW,stocks,20240219212942,$256.83,3/27/2024,0.021804306350504225,,2/09/2024,5.6,Industrial Machinery/Components,,
RRX,stocks,20240219212944,$157.61,3/27/2024,0.00888268510881289,,1/29/2024,1.4,N/A,,
SYK,stocks,20240219212945,$348.79,3/27/2024,0.00917457495914447,,2/07/2024,3.2,Medical/Dental Instruments,,
BEN,stocks,20240219212947,$27.37,3/27/2024,0.04530507855316039,,2/06/2024,1.24,Investment Managers,,
DNP,stocks,20240219212948,$8.72,3/27/2024,0.08944954128440366,,12/14/2023,0.78,Investment Managers,,
OFG,stocks,20240219212949,$36.76,3/27/2024,0.02393906420021763,,1/31/2024,1.0,Major Banks,,
CW,stocks,20240219212951,$236.37,3/27/2024,0.0033845242628083093,,2/08/2024,0.8,Industrial Machinery/Components,,
ELS,stocks,20240219212952,$66.46,3/27/2024,0.026933493830875718,,2/06/2024,1.91,Real Estate Investment Trusts,,
HUM,stocks,20240219212954,$363.98,3/27/2024,0.009725809110390681,,2/15/2024,3.54,Medical Specialities,,
CPT,stocks,20240219212956,$97.37,3/27/2024,0.04108041491219061,,2/01/2024,4.12,Real Estate Investment Trusts,,
AVB,stocks,20240219212957,$177.80,3/27/2024,0.03712035995500562,,1/31/2024,6.8,Real Estate Investment Trusts,,
FR,stocks,20240219212958,$54.33,3/27/2024,0.023559727590649733,,2/07/2024,1.48,Real Estate Investment Trusts,,
NOG,stocks,20240219213000,$34.30,3/27/2024,0.046647230320699715,,2/06/2024,1.6,Oil & Gas Production,,
STAG,stocks,20240219213001,$39.12,3/27/2024,0.03783220858895706,,1/10/2024,1.48,Real Estate Investment Trusts,,
TRNO,stocks,20240219213003,$62.99,3/27/2024,0.028575964438799808,,2/07/2024,1.8,Real Estate,,
SCM,stocks,20240219213005,$12.99,3/27/2024,0.12314087759815241,,1/15/2024,1.5996,Finance/Investors Services,,
REXR,stocks,20240219213006,$53.19,3/27/2024,0.028576800150404213,,2/05/2024,1.67,Real Estate Investment Trusts,,
BHR,stocks,20240219213008,$2.45,3/27/2024,0.08163265306122448,,1/08/2024,0.2,Real Estate Investment Trusts,,
ENO,stocks,20240219213009,$23.78,3/27/2024,0.05782169890664424,,N/A,1.375,Power Generation,,
EMP,stocks,20240219213011,$23.44,3/27/2024,0.05226109215017065,,N/A,1.225,N/A,,
KREF,stocks,20240219213012,$9.64,3/27/2024,0.1784232365145228,,2/01/2024,1.0,Real Estate Investment Trusts,,
GPJA,stocks,20240219213013,$23.90,3/27/2024,0.05230125523012553,,N/A,1.25,Electric Utilities: Central,,
MGR,stocks,20240219213015,$24.22,3/27/2024,0.0606420313790256,,N/A,1.4688,Investment Managers,,
MGRB,stocks,20240219213017,$19.42,3/27/2024,0.061148300720906275,,N/A,1.1875,Investment Managers,,
DTB,stocks,20240219213018,$20.88,3/27/2024,0.05238266283524905,,N/A,1.0938,Electric Utilities: Central,,
CMSC,stocks,20240219213020,$24.77,3/27/2024,0.05929551877270892,,N/A,1.4688,Power Generation,,
MGRD,stocks,20240219213021,$17.24,3/27/2024,0.06090487238979119,,N/A,1.05,Investment Managers,,
MDV,stocks,20240219213023,$14.81,3/27/2024,0.07764753544902094,,12/14/2023,1.15,Transportation Services,,
OBDE,stocks,20240219213024,$14.64,3/27/2024,N/A,,1/12/2024,1.4,N/A,,
DPMLF,stocks,20240219213026,$6.265,3/27/2024,0.025538707102952914,,2/14/2024,0.16,N/A,,
MSSXL,stocks,20240219213028,$26.09,3/27/2024,0.06228440015331545,,2/15/2024,1.625,N/A,,
SKFRY,stocks,20240219213029,$20.85,3/27/2024,0.03238398081534772,,N/A,0.7241,N/A,,
Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
ANDE,stocks,20240219213122,$54.58,3/28/2024,0.013924514474166361,,2/15/2024,0.76,Farming/Seeds/Milling,,
HBANP,stocks,20240219213124,$18.87,3/28/2024,0.05961844197138314,,1/19/2024,1.125,Major Banks,,
VIASP,stocks,20240219213125,$18.82,3/28/2024,0.16250797024442082,,1/17/2024,3.05836,Power Generation,,
WTFCP,stocks,20240219213127,$25.115,3/28/2024,0.06843718893091778,,1/25/2024,1.71876,Major Banks,,
WTFCM,stocks,20240219213128,$24.00,3/28/2024,0.06833333333333333,,1/25/2024,1.64,Major Banks,,
APD,stocks,20240219213129,$226.95,3/28/2024,0.03084379819343468,,1/25/2024,7.08,Major Chemicals,,
WWW,stocks,20240219213131,$9.28,3/28/2024,0.04310344827586207,,2/07/2024,0.4,Shoe Manufacturing,,
STT,stocks,20240219213132,$73.03,3/28/2024,0.03779268793646446,,2/15/2024,2.76,Major Banks,,
CAH,stocks,20240219213134,$104.94,3/28/2024,0.01908137983609682,,2/06/2024,2.0024,Other Pharmaceuticals,,
ESE,stocks,20240219213135,$103.76,3/28/2024,0.0030840400925212026,,2/08/2024,0.32,Telecommunications Equipment,,
NSS,stocks,20240219213137,$25.7348,3/28/2024,0.12303184497256632,,N/A,3.078,Natural Gas Distribution,,
TNET,stocks,20240219213138,$117.34,3/28/2024,N/A,,2/15/2024,1.0,Business Services,,
AJXA,stocks,20240219213139,$24.91,3/28/2024,0.07275792854275391,,N/A,1.8125,Real Estate Investment Trusts,,
SFB,stocks,20240219213141,$21.13,3/28/2024,0.06152389966871747,,N/A,1.3,Investment Bankers/Brokers/Service,,
AIZN,stocks,20240219213142,$20.70,3/28/2024,0.06340579710144928,,N/A,1.3125,Specialty Insurers,,
RZC,stocks,20240219213144,$26.01,3/28/2024,0.06848135332564398,,N/A,1.7812,Life Insurance,,
HBANL,stocks,20240219213146,$24.62,3/28/2024,0.069821283509342,,1/19/2024,2.464,Major Banks,,
NYT,stocks,20240219213148,$44.49,4/01/2024,0.009889862890537199,,2/07/2024,0.52,Newspapers/Magazines,,
RSG,stocks,20240219213149,$179.86,4/01/2024,0.011898143000111197,,2/06/2024,2.14,Environmental Services,,
FEI,stocks,20240219213150,$8.59,4/01/2024,0.06984866123399301,,1/22/2024,0.6,Finance/Investors Services,,
BRX,stocks,20240219213152,$23.21,4/01/2024,0.046962516156828955,,2/12/2024,1.09,Real Estate Investment Trusts,,
FPL,stocks,20240219213154,$6.79,4/01/2024,0.0662739322533137,,1/22/2024,0.45,"Trusts, Except Educational, Religious, and Charitable",,
RANJY,stocks,20240219213155,$28.32,4/01/2024,0.08833057909604519,,N/A,1.9795,N/A,,
SKBSY,stocks,20240219213157,$18.11,4/01/2024,0.03970697404748758,,N/A,0.5245,N/A,,
CMCSA,stocks,20240219213159,$41.80,4/02/2024,0.027751196172248804,,1/19/2024,1.16,Cable & Other Pay Television Services,,
HCGI,stocks,20240219213200,$5.75,4/02/2024,N/A,,2/08/2024,0.0,N/A,,
SSSGY,stocks,20240219213202,$53.77,4/02/2024,N/A,,N/A,0.0844,N/A,,
SRTOY,stocks,20240219213203,$24.65,4/02/2024,N/A,,N/A,0.0743,N/A,,
SOAGY,stocks,20240219213205,$71.92,4/02/2024,N/A,,N/A,0.0856,N/A,,
CSCO,stocks,20240219213206,$49.06,4/03/2024,0.031797798613942115,,2/14/2024,1.56,Computer Communications Equipment,,
BDN,stocks,20240219213208,$4.16,4/03/2024,0.14423076923076922,,2/14/2024,0.6,Real Estate Investment Trusts,,
WNC,stocks,20240219213210,$26.40,4/03/2024,0.012121212121212123,,2/15/2024,0.32,Construction/Ag Equipment/Trucks,,
SSD,stocks,20240219213211,$196.00,4/03/2024,0.005510204081632653,,1/19/2024,1.08,Industrial Machinery/Components,,
CHX,stocks,20240219213213,$29.95,4/04/2024,0.011352253756260436,,2/19/2024,0.34,Industrial Machinery/Components,,
WIRE,stocks,20240219213214,$238.15,4/04/2024,0.00033592273777031283,,2/15/2024,0.08,Metal Fabrications,,
ERIC,stocks,20240219213216,$5.35,4/04/2024,0.04570093457943925,,1/23/2024,0.24446,Radio And Television Broadcasting And Communications Equipment,,
HASI,stocks,20240219213217,$25.52,4/04/2024,0.06191222570532916,,2/15/2024,1.66,Real Estate Investment Trusts,,
KRG,stocks,20240219213219,$21.85,4/04/2024,0.04576659038901602,,2/13/2024,1.0,Real Estate Investment Trusts,,
UVV,stocks,20240219213221,$50.96,4/05/2024,0.06279434850863423,,2/07/2024,3.2,Farming/Seeds/Milling,,
DGX,stocks,20240219213223,$125.73,4/05/2024,0.022588085580211564,,2/01/2024,3.0,Medical Specialities,,
DBSDY,stocks,20240219213224,$99.57,4/05/2024,N/A,,N/A,6.758,N/A,,
UPMMY,stocks,20240219213226,$30.851,4/05/2024,0.026422968461314058,,N/A,0.8112,N/A,,
MA,stocks,20240219213227,$471.28,4/08/2024,0.005601765404854864,,2/06/2024,2.64,Business Services,,
LOAN,stocks,20240219213229,$4.79,4/09/2024,0.09394572025052192,,2/07/2024,0.45,Real Estate Investment Trusts,,
GIS,stocks,20240219213230,$63.29,4/09/2024,0.03728867119608153,,1/30/2024,2.36,Packaged Foods,,
ECC,stocks,20240219213232,$9.97,4/09/2024,,,2/13/2024,1.68,"Trusts, Except Educational, Religious, and Charitable",,
ECC,stocks,20240219213233,$9.97,4/09/2024,,,2/13/2024,1.68,"Trusts, Except Educational, Religious, and Charitable",,
EIC,stocks,20240219213235,$15.74,4/09/2024,0.15247776365946633,,2/13/2024,2.4,Finance/Investors Services,,
ECCC,stocks,20240219213237,$22.04,4/09/2024,0.07372976406533575,,2/13/2024,1.625,"Trusts, Except Educational, Religious, and Charitable",,
EICA,stocks,20240219213239,$23.41,4/09/2024,0.053396155489107214,,2/13/2024,1.25,Finance/Investors Services,,
ECCF,stocks,20240219213240,$25.35,4/09/2024,0.0665680473372781,,2/13/2024,1.6876,N/A,,
Symbol,type,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
EICB,stocks,20240219213331,$25.00,4/09/2024,0.07750032,,2/13/2024,1.9375,N/A,,
BACRP,stocks,20240219213333,$250.00,4/10/2024,0.028,,1/31/2024,7.0,N/A,,
GMKKY,stocks,20240219213334,$18.28,4/10/2024,0.0034248905908096277,,N/A,0.063,N/A,,
ATCOL,stocks,20240219213336,$24.15,4/11/2024,0.07375983436853004,,12/08/2023,1.781252,Precious Metals,,
WELPM,stocks,20240219213337,$96.00,4/11/2024,0.0625,,1/18/2024,6.0,N/A,,
ARBKL,stocks,20240219213339,$9.40,4/12/2024,0.23268085106382977,,2/19/2024,2.1872,EDP Services,,
RILYG,stocks,20240219213341,$15.17,4/12/2024,0.08239947264337508,,2/19/2024,1.25,Investment Managers,,
RILYZ,stocks,20240219213342,$12.34,4/12/2024,0.10636142625607779,,2/19/2024,1.3125,Investment Managers,,
RILYK,stocks,20240219213344,$17.99,4/12/2024,0.0764313507504169,,2/19/2024,1.375,Investment Managers,,
RILYT,stocks,20240219213345,$14.37,4/12/2024,0.10438413361169104,,2/19/2024,1.5,Investment Managers,,
RILYM,stocks,20240219213347,$20.95,4/12/2024,0.0760763723150358,,2/19/2024,1.59375,Investment Managers,,
RILYN,stocks,20240219213348,$15.92,4/12/2024,0.10207286432160805,,2/19/2024,1.625,Investment Managers,,
RILYO,stocks,20240219213350,$25.00,4/12/2024,0.0675,,2/19/2024,1.6875,Investment Managers,,
PFXNZ,stocks,20240219213351,$22.40,4/12/2024,0.05859375000000001,,2/19/2024,1.3125,Finance: Consumer Services,,
METCL,stocks,20240219213352,$25.56,4/12/2024,0.08802816901408451,,2/19/2024,2.25,Coal Mining,,
REGCO,stocks,20240219213354,$24.34,4/12/2024,0.06034511092851274,,2/07/2024,1.4688,N/A,,
REGCP,stocks,20240219213356,$24.26,4/12/2024,0.06440643033800494,,2/07/2024,1.5625,N/A,,
CRF,stocks,20240219213357,$7.12,4/12/2024,0.1747752808988764,,2/12/2024,1.2444,Finance/Investors Services,,
CLM,stocks,20240219213359,$7.16,4/12/2024,0.18201117318435753,,2/12/2024,1.3032,Finance/Investors Services,,
SRV,stocks,20240219213400,$34.88,4/12/2024,0.15481651376146788,,2/01/2024,5.4,Finance Companies,,
NXG,stocks,20240219213402,$35.00,4/12/2024,0.18514285714285716,,2/01/2024,6.48,N/A,,
ABBV,stocks,20240219213403,$176.59,4/12/2024,0.03510957585367235,,2/15/2024,6.2,Biotechnology: Pharmaceutical Preparations,,
AKRYY,stocks,20240219213405,$8.455,4/12/2024,N/A,,N/A,0.337,N/A,,
OXLCP,stocks,20240219213406,$23.35,4/15/2024,0.06691648822269806,,1/25/2024,1.5625,Investment Managers,,
OXLCM,stocks,20240219213408,$24.95,4/15/2024,0.06763527054108216,,1/25/2024,1.6875,Investment Managers,,
OXLCN,stocks,20240219213409,$23.77,4/15/2024,0.07493899873790492,,1/25/2024,1.78125,Investment Managers,,
OXLC,stocks,20240219213410,$5.12,4/15/2024,0.1875,,1/25/2024,0.96,Investment Managers,,
OXLCO,stocks,20240219213412,$22.02,4/15/2024,0.0681198910081744,,1/25/2024,1.5,Investment Managers,,
RGCO,stocks,20240219213413,$19.50,4/15/2024,0.041025641025641026,,2/05/2024,0.8,Oil & Gas Production,,
GGN,stocks,20240219213415,$3.69,4/15/2024,0.0975609756097561,,2/14/2024,0.36,Finance/Investors Services,,
GLU,stocks,20240219213416,$13.30,4/15/2024,0.09022556390977443,,2/14/2024,1.2,Finance/Investors Services,,
GUT,stocks,20240219213418,$5.47,4/15/2024,0.10968921389396709,,2/14/2024,0.6,"Trusts, Except Educational, Religious, and Charitable",,
GDV,stocks,20240219213419,$22.10,4/15/2024,0.05972850678733031,,2/14/2024,1.32,Investment Managers,,
GNT,stocks,20240219213421,$4.89,4/15/2024,0.0736196319018405,,2/14/2024,0.36,Finance/Investors Services,,
PGZ,stocks,20240219213423,$10.225,4/15/2024,0.12322738386308069,,1/02/2024,1.26,Investment Managers,,
JBAXY,stocks,20240219213424,$11.20,4/15/2024,0.02874276785714286,,N/A,0.3417,N/A,,
SOR,stocks,20240219213426,$40.75,4/17/2024,0.0613398773006135,,1/23/2024,2.4996,Investment Managers,,
KGTHY,stocks,20240219213427,$11.98,4/17/2024,0.022451919866444073,,N/A,0.2804,N/A,,
OCCIN,stocks,20240219213429,$22.9699,4/18/2024,0.05713999625596977,,2/01/2024,1.3125,"Trusts, Except Educational, Religious, and Charitable",,
OCCIO,stocks,20240219213431,$23.6821,4/18/2024,0.06466065087133321,,2/01/2024,1.53125,"Trusts, Except Educational, Religious, and Charitable",,
OCCI,stocks,20240219213432,$6.93,4/18/2024,0.17316017316017315,,2/01/2024,1.2,"Trusts, Except Educational, Religious, and Charitable",,
RVTY,stocks,20240219213433,$104.07,4/18/2024,0.00269049678101278,,1/25/2024,0.28,Biotechnology: Laboratory Analytical Instruments,,
ZTS,stocks,20240219213435,$189.65,4/18/2024,0.00911152122330609,,2/06/2024,1.728,Biotechnology: Pharmaceutical Preparations,,
APA,stocks,20240219213436,$31.25,4/19/2024,0.032,,2/08/2024,1.0,Oil & Gas Production,,
BGH,stocks,20240219213437,$14.17,4/19/2024,0.08942836979534229,,2/12/2024,1.2672,Investment Managers,,
KKPNY,stocks,20240219213439,$3.495,4/19/2024,0.026054935622317598,,N/A,0.1695,N/A,,
HSQVY,stocks,20240219213440,$15.11,4/19/2024,0.050690800794176046,,N/A,0.3778,N/A,,
STEW,stocks,20240219213442,$14.59,4/22/2024,0.03769705277587389,,2/08/2024,0.55,Investment Managers,,
PFD,stocks,20240219213443,$10.16,4/22/2024,0.06496062992125984,,1/19/2024,0.666,Investment Managers,,
PFO,stocks,20240219213445,$8.26,4/22/2024,0.06537530266343826,,1/19/2024,0.5472,Finance Companies,,
FLC,stocks,20240219213446,$14.96,4/22/2024,0.06697860962566844,,1/19/2024,1.0272,"Trusts, Except Educational, Religious, and Charitable",,
